,,table 1,,,table 2,,,,,table 3,
,,rule octect,rule number,,ruleoctect parent,rulenumber parent,ruleoctect child,rulenuber child,,rulenumber parent,rulenuber child
,,,,,00100111,39,01101111,111,,39,111
,,,,,00100111,39,01110111,119,,39,119
,,,,,00100111,39,01111111,127,,39,127
,,,,,00100111,39,10100111,167,,39,167
,,,,,00100111,39,10101111,175,,39,175
,,,,,00100111,39,10110111,183,,39,183
,,,,,00100111,39,10111111,191,,39,191
,,,,,00100111,39,11100111,231,,39,231
,,,,,00100111,39,11101111,239,,39,239
,,,,,00100111,39,11110111,247,,39,247
,,,,,00100111,39,11111111,255,,39,255
,,,,,00101000,40,00101000,40,,40,40
,,,,,00101000,40,00101001,41,,40,41
,,,,,00101000,40,00101010,42,,40,42
,,,,,00101000,40,00101011,43,,40,43
,,,,,00101000,40,00101100,44,,40,44
,,,,,00101000,40,00101101,45,,40,45
,,,,,00101000,40,00101110,46,,40,46
,,,,,00101000,40,00101111,47,,40,47
,,,,,00101000,40,00111000,56,,40,56
,,,,,00101000,40,00111001,57,,40,57
,,,,,00101000,40,00111010,58,,40,58
,,,,,00101000,40,00111011,59,,40,59
,,,,,00101000,40,00111100,60,,40,60
,,,,,00101000,40,00111101,61,,40,61
,,,,,00101000,40,00111110,62,,40,62
,,,,,00101000,40,00111111,63,,40,63
,,,,,00101000,40,01101000,104,,40,104
,,,,,00101000,40,01101001,105,,40,105
,,,,,00101000,40,01101010,106,,40,106
,,,,,00101000,40,01101011,107,,40,107
,,,,,00101000,40,01101100,108,,40,108
,,,,,00101000,40,01101101,109,,40,109
,,,,,00101000,40,01101110,110,,40,110
,,,,,00101000,40,01101111,111,,40,111
,,,,,00101000,40,01111000,120,,40,120
,,,,,00101000,40,01111001,121,,40,121
,,,,,00101000,40,01111010,122,,40,122
,,,,,00101000,40,01111011,123,,40,123
,,,,,00101000,40,01111100,124,,40,124
,,,,,00101000,40,01111101,125,,40,125
,,,,,00101000,40,01111110,126,,40,126
,,,,,00101000,40,01111111,127,,40,127
,,,,,00101000,40,10101000,168,,40,168
,,,,,00101000,40,10101001,169,,40,169
,,,,,00101000,40,10101010,170,,40,170
,,,,,00101000,40,10101011,171,,40,171
,,,,,00101000,40,10101100,172,,40,172
,,,,,00101000,40,10101101,173,,40,173
,,,,,00101000,40,10101110,174,,40,174
,,,,,00101000,40,10101111,175,,40,175
,,,,,00101000,40,10111000,184,,40,184
,,,,,00101000,40,10111001,185,,40,185
,,,,,00101000,40,10111010,186,,40,186
,,,,,00101000,40,10111011,187,,40,187
,,,,,00101000,40,10111100,188,,40,188
,,,,,00101000,40,10111101,189,,40,189
,,,,,00101000,40,10111110,190,,40,190
,,,,,00101000,40,10111111,191,,40,191
,,,,,00101000,40,11101000,232,,40,232
,,,,,00101000,40,11101001,233,,40,233
,,,,,00101000,40,11101010,234,,40,234
,,,,,00101000,40,11101011,235,,40,235
,,,,,00101000,40,11101100,236,,40,236
,,,,,00101000,40,11101101,237,,40,237
,,,,,00101000,40,11101110,238,,40,238
,,,,,00101000,40,11101111,239,,40,239
,,,,,00101000,40,11111000,248,,40,248
,,,,,00101000,40,11111001,249,,40,249
,,,,,00101000,40,11111010,250,,40,250
,,,,,00101000,40,11111011,251,,40,251
,,,,,00101000,40,11111100,252,,40,252
,,,,,00101000,40,11111101,253,,40,253
,,,,,00101000,40,11111110,254,,40,254
,,,,,00101000,40,11111111,255,,40,255
,,,,,00101001,41,00101001,41,,41,41
,,,,,00101001,41,00101011,43,,41,43
,,,,,00101001,41,00101101,45,,41,45
,,,,,00101001,41,00101111,47,,41,47
,,,,,00101001,41,00111001,57,,41,57
,,,,,00101001,41,00111011,59,,41,59
,,,,,00101001,41,00111101,61,,41,61
,,,,,00101001,41,00111111,63,,41,63
,,,,,00101001,41,01101001,105,,41,105
,,,,,00101001,41,01101011,107,,41,107
,,,,,00101001,41,01101101,109,,41,109
,,,,,00101001,41,01101111,111,,41,111
,,,,,00101001,41,01111001,121,,41,121
,,,,,00101001,41,01111011,123,,41,123
,,,,,00101001,41,01111101,125,,41,125
,,,,,00101001,41,01111111,127,,41,127
,,,,,00101001,41,10101001,169,,41,169
,,,,,00101001,41,10101011,171,,41,171
,,,,,00101001,41,10101101,173,,41,173
,,,,,00101001,41,10101111,175,,41,175
,,,,,00101001,41,10111001,185,,41,185
,,,,,00101001,41,10111011,187,,41,187
,,,,,00101001,41,10111101,189,,41,189
,,,,,00101001,41,10111111,191,,41,191
,,,,,00101001,41,11101001,233,,41,233
,,,,,00101001,41,11101011,235,,41,235
,,,,,00101001,41,11101101,237,,41,237
,,,,,00101001,41,11101111,239,,41,239
,,,,,00101001,41,11111001,249,,41,249
,,,,,00101001,41,11111011,251,,41,251
,,,,,00101001,41,11111101,253,,41,253
,,,,,00101001,41,11111111,255,,41,255
,,,,,00101010,42,00101010,42,,42,42
,,,,,00101010,42,00101011,43,,42,43
,,,,,00101010,42,00101110,46,,42,46
,,,,,00101010,42,00101111,47,,42,47
,,,,,00101010,42,00111010,58,,42,58
,,,,,00101010,42,00111011,59,,42,59
,,,,,00101010,42,00111110,62,,42,62
,,,,,00101010,42,00111111,63,,42,63
,,,,,00101010,42,01101010,106,,42,106
,,,,,00101010,42,01101011,107,,42,107
,,,,,00101010,42,01101110,110,,42,110
,,,,,00101010,42,01101111,111,,42,111
,,,,,00101010,42,01111010,122,,42,122
,,,,,00101010,42,01111011,123,,42,123
,,,,,00101010,42,01111110,126,,42,126
,,,,,00101010,42,01111111,127,,42,127
,,,,,00101010,42,10101010,170,,42,170
,,,,,00101010,42,10101011,171,,42,171
,,,,,00101010,42,10101110,174,,42,174
,,,,,00101010,42,10101111,175,,42,175
,,,,,00101010,42,10111010,186,,42,186
,,,,,00101010,42,10111011,187,,42,187
,,,,,00101010,42,10111110,190,,42,190
,,,,,00101010,42,10111111,191,,42,191
,,,,,00101010,42,11101010,234,,42,234
,,,,,00101010,42,11101011,235,,42,235
,,,,,00101010,42,11101110,238,,42,238
,,,,,00101010,42,11101111,239,,42,239
,,,,,00101010,42,11111010,250,,42,250
,,,,,00101010,42,11111011,251,,42,251
,,,,,00101010,42,11111110,254,,42,254
,,,,,00101010,42,11111111,255,,42,255
,,,,,00101011,43,00101011,43,,43,43
,,,,,00101011,43,00101111,47,,43,47
,,,,,00101011,43,00111011,59,,43,59
,,,,,00101011,43,00111111,63,,43,63
,,,,,00101011,43,01101011,107,,43,107
,,,,,00101011,43,01101111,111,,43,111
,,,,,00101011,43,01111011,123,,43,123
,,,,,00101011,43,01111111,127,,43,127
,,,,,00101011,43,10101011,171,,43,171
,,,,,00101011,43,10101111,175,,43,175
,,,,,00101011,43,10111011,187,,43,187
,,,,,00101011,43,10111111,191,,43,191
,,,,,00101011,43,11101011,235,,43,235
,,,,,00101011,43,11101111,239,,43,239
,,,,,00101011,43,11111011,251,,43,251
,,,,,00101011,43,11111111,255,,43,255
,,,,,00101100,44,00101100,44,,44,44
,,,,,00101100,44,00101101,45,,44,45
,,,,,00101100,44,00101110,46,,44,46
,,,,,00101100,44,00101111,47,,44,47
,,,,,00101100,44,00111100,60,,44,60
,,,,,00101100,44,00111101,61,,44,61
,,,,,00101100,44,00111110,62,,44,62
,,,,,00101100,44,00111111,63,,44,63
,,,,,00101100,44,01101100,108,,44,108
,,,,,00101100,44,01101101,109,,44,109
,,,,,00101100,44,01101110,110,,44,110
,,,,,00101100,44,01101111,111,,44,111
,,,,,00101100,44,01111100,124,,44,124
,,,,,00101100,44,01111101,125,,44,125
,,,,,00101100,44,01111110,126,,44,126
,,,,,00101100,44,01111111,127,,44,127
,,,,,00101100,44,10101100,172,,44,172
,,,,,00101100,44,10101101,173,,44,173
,,,,,00101100,44,10101110,174,,44,174
,,,,,00101100,44,10101111,175,,44,175
,,,,,00101100,44,10111100,188,,44,188
,,,,,00101100,44,10111101,189,,44,189
,,,,,00101100,44,10111110,190,,44,190
,,,,,00101100,44,10111111,191,,44,191
,,,,,00101100,44,11101100,236,,44,236
,,,,,00101100,44,11101101,237,,44,237
,,,,,00101100,44,11101110,238,,44,238
,,,,,00101100,44,11101111,239,,44,239
,,,,,00101100,44,11111100,252,,44,252
,,,,,00101100,44,11111101,253,,44,253
,,,,,00101100,44,11111110,254,,44,254
,,,,,00101100,44,11111111,255,,44,255
,,,,,00101101,45,00101101,45,,45,45
,,,,,00101101,45,00101111,47,,45,47
,,,,,00101101,45,00111101,61,,45,61
,,,,,00101101,45,00111111,63,,45,63
,,,,,00101101,45,01101101,109,,45,109
,,,,,00101101,45,01101111,111,,45,111
,,,,,00101101,45,01111101,125,,45,125
,,,,,00101101,45,01111111,127,,45,127
,,,,,00101101,45,10101101,173,,45,173
,,,,,00101101,45,10101111,175,,45,175
,,,,,00101101,45,10111101,189,,45,189
,,,,,00101101,45,10111111,191,,45,191
,,,,,00101101,45,11101101,237,,45,237
,,,,,00101101,45,11101111,239,,45,239
,,,,,00101101,45,11111101,253,,45,253
,,,,,00101101,45,11111111,255,,45,255
,,,,,00101110,46,00101110,46,,46,46
,,,,,00101110,46,00101111,47,,46,47
,,,,,00101110,46,00111110,62,,46,62
,,,,,00101110,46,00111111,63,,46,63
,,,,,00101110,46,01101110,110,,46,110
,,,,,00101110,46,01101111,111,,46,111
,,,,,00101110,46,01111110,126,,46,126
,,,,,00101110,46,01111111,127,,46,127
,,,,,00101110,46,10101110,174,,46,174
,,,,,00101110,46,10101111,175,,46,175
,,,,,00101110,46,10111110,190,,46,190
,,,,,00101110,46,10111111,191,,46,191
,,,,,00101110,46,11101110,238,,46,238
,,,,,00101110,46,11101111,239,,46,239
,,,,,00101110,46,11111110,254,,46,254
,,,,,00101110,46,11111111,255,,46,255
,,,,,00101111,47,00101111,47,,47,47
,,,,,00101111,47,00111111,63,,47,63
,,,,,00101111,47,01101111,111,,47,111
,,,,,00101111,47,01111111,127,,47,127
,,,,,00101111,47,10101111,175,,47,175
,,,,,00101111,47,10111111,191,,47,191
,,,,,00101111,47,11101111,239,,47,239
,,,,,00101111,47,11111111,255,,47,255
,,,,,00110000,48,00110000,48,,48,48
,,,,,00110000,48,00110001,49,,48,49
,,,,,00110000,48,00110010,50,,48,50
,,,,,00110000,48,00110011,51,,48,51
,,,,,00110000,48,00110100,52,,48,52
,,,,,00110000,48,00110101,53,,48,53
,,,,,00110000,48,00110110,54,,48,54
,,,,,00110000,48,00110111,55,,48,55
,,,,,00110000,48,00111000,56,,48,56
,,,,,00110000,48,00111001,57,,48,57
,,,,,00110000,48,00111010,58,,48,58
,,,,,00110000,48,00111011,59,,48,59
,,,,,00110000,48,00111100,60,,48,60
,,,,,00110000,48,00111101,61,,48,61
,,,,,00110000,48,00111110,62,,48,62
,,,,,00110000,48,00111111,63,,48,63
,,,,,00110000,48,01110000,112,,48,112
,,,,,00110000,48,01110001,113,,48,113
,,,,,00110000,48,01110010,114,,48,114
,,,,,00110000,48,01110011,115,,48,115
,,,,,00110000,48,01110100,116,,48,116
,,,,,00110000,48,01110101,117,,48,117
,,,,,00110000,48,01110110,118,,48,118
,,,,,00110000,48,01110111,119,,48,119
,,,,,00110000,48,01111000,120,,48,120
,,,,,00110000,48,01111001,121,,48,121
,,,,,00110000,48,01111010,122,,48,122
,,,,,00110000,48,01111011,123,,48,123
,,,,,00110000,48,01111100,124,,48,124
,,,,,00110000,48,01111101,125,,48,125
,,,,,00110000,48,01111110,126,,48,126
,,,,,00110000,48,01111111,127,,48,127
,,,,,00110000,48,10110000,176,,48,176
,,,,,00110000,48,10110001,177,,48,177
,,,,,00110000,48,10110010,178,,48,178
,,,,,00110000,48,10110011,179,,48,179
,,,,,00110000,48,10110100,180,,48,180
,,,,,00110000,48,10110101,181,,48,181
,,,,,00110000,48,10110110,182,,48,182
,,,,,00110000,48,10110111,183,,48,183
,,,,,00110000,48,10111000,184,,48,184
,,,,,00110000,48,10111001,185,,48,185
,,,,,00110000,48,10111010,186,,48,186
,,,,,00110000,48,10111011,187,,48,187
,,,,,00110000,48,10111100,188,,48,188
,,,,,00110000,48,10111101,189,,48,189
,,,,,00110000,48,10111110,190,,48,190
,,,,,00110000,48,10111111,191,,48,191
,,,,,00110000,48,11110000,240,,48,240
,,,,,00110000,48,11110001,241,,48,241
,,,,,00110000,48,11110010,242,,48,242
,,,,,00110000,48,11110011,243,,48,243
,,,,,00110000,48,11110100,244,,48,244
,,,,,00110000,48,11110101,245,,48,245
,,,,,00110000,48,11110110,246,,48,246
,,,,,00110000,48,11110111,247,,48,247
,,,,,00110000,48,11111000,248,,48,248
,,,,,00110000,48,11111001,249,,48,249
,,,,,00110000,48,11111010,250,,48,250
,,,,,00110000,48,11111011,251,,48,251
,,,,,00110000,48,11111100,252,,48,252
,,,,,00110000,48,11111101,253,,48,253
,,,,,00110000,48,11111110,254,,48,254
,,,,,00110000,48,11111111,255,,48,255
,,,,,00110001,49,00110001,49,,49,49
,,,,,00110001,49,00110011,51,,49,51
,,,,,00110001,49,00110101,53,,49,53
,,,,,00110001,49,00110111,55,,49,55
,,,,,00110001,49,00111001,57,,49,57
,,,,,00110001,49,00111011,59,,49,59
,,,,,00110001,49,00111101,61,,49,61
,,,,,00110001,49,00111111,63,,49,63
,,,,,00110001,49,01110001,113,,49,113
,,,,,00110001,49,01110011,115,,49,115
,,,,,00110001,49,01110101,117,,49,117
,,,,,00110001,49,01110111,119,,49,119
,,,,,00110001,49,01111001,121,,49,121
,,,,,00110001,49,01111011,123,,49,123
,,,,,00110001,49,01111101,125,,49,125
,,,,,00110001,49,01111111,127,,49,127
,,,,,00110001,49,10110001,177,,49,177
,,,,,00110001,49,10110011,179,,49,179
,,,,,00110001,49,10110101,181,,49,181
,,,,,00110001,49,10110111,183,,49,183
,,,,,00110001,49,10111001,185,,49,185
,,,,,00110001,49,10111011,187,,49,187
,,,,,00110001,49,10111101,189,,49,189
,,,,,00110001,49,10111111,191,,49,191
,,,,,00110001,49,11110001,241,,49,241
,,,,,00110001,49,11110011,243,,49,243
,,,,,00110001,49,11110101,245,,49,245
,,,,,00110001,49,11110111,247,,49,247
,,,,,00110001,49,11111001,249,,49,249
,,,,,00110001,49,11111011,251,,49,251
,,,,,00110001,49,11111101,253,,49,253
,,,,,00110001,49,11111111,255,,49,255
,,,,,00110010,50,00110010,50,,50,50
,,,,,00110010,50,00110011,51,,50,51
,,,,,00110010,50,00110110,54,,50,54
,,,,,00110010,50,00110111,55,,50,55
,,,,,00110010,50,00111010,58,,50,58
,,,,,00110010,50,00111011,59,,50,59
,,,,,00110010,50,00111110,62,,50,62
,,,,,00110010,50,00111111,63,,50,63
,,,,,00110010,50,01110010,114,,50,114
,,,,,00110010,50,01110011,115,,50,115
,,,,,00110010,50,01110110,118,,50,118
,,,,,00110010,50,01110111,119,,50,119
,,,,,00110010,50,01111010,122,,50,122
,,,,,00110010,50,01111011,123,,50,123
,,,,,00110010,50,01111110,126,,50,126
,,,,,00110010,50,01111111,127,,50,127
,,,,,00110010,50,10110010,178,,50,178
,,,,,00110010,50,10110011,179,,50,179
,,,,,00110010,50,10110110,182,,50,182
,,,,,00110010,50,10110111,183,,50,183
,,,,,00110010,50,10111010,186,,50,186
,,,,,00110010,50,10111011,187,,50,187
,,,,,00110010,50,10111110,190,,50,190
,,,,,00110010,50,10111111,191,,50,191
,,,,,00110010,50,11110010,242,,50,242
,,,,,00110010,50,11110011,243,,50,243
,,,,,00110010,50,11110110,246,,50,246
,,,,,00110010,50,11110111,247,,50,247
,,,,,00110010,50,11111010,250,,50,250
,,,,,00110010,50,11111011,251,,50,251
,,,,,00110010,50,11111110,254,,50,254
,,,,,00110010,50,11111111,255,,50,255
,,,,,00110011,51,00110011,51,,51,51
,,,,,00110011,51,00110111,55,,51,55
,,,,,00110011,51,00111011,59,,51,59
,,,,,00110011,51,00111111,63,,51,63
,,,,,00110011,51,01110011,115,,51,115
,,,,,00110011,51,01110111,119,,51,119
,,,,,00110011,51,01111011,123,,51,123
,,,,,00110011,51,01111111,127,,51,127
,,,,,00110011,51,10110011,179,,51,179
,,,,,00110011,51,10110111,183,,51,183
,,,,,00110011,51,10111011,187,,51,187
,,,,,00110011,51,10111111,191,,51,191
,,,,,00110011,51,11110011,243,,51,243
,,,,,00110011,51,11110111,247,,51,247
,,,,,00110011,51,11111011,251,,51,251
,,,,,00110011,51,11111111,255,,51,255
,,,,,00110100,52,00110100,52,,52,52
,,,,,00110100,52,00110101,53,,52,53
,,,,,00110100,52,00110110,54,,52,54
,,,,,00110100,52,00110111,55,,52,55
,,,,,00110100,52,00111100,60,,52,60
,,,,,00110100,52,00111101,61,,52,61
,,,,,00110100,52,00111110,62,,52,62
,,,,,00110100,52,00111111,63,,52,63
,,,,,00110100,52,01110100,116,,52,116
,,,,,00110100,52,01110101,117,,52,117
,,,,,00110100,52,01110110,118,,52,118
,,,,,00110100,52,01110111,119,,52,119
,,,,,00110100,52,01111100,124,,52,124
,,,,,00110100,52,01111101,125,,52,125
,,,,,00110100,52,01111110,126,,52,126
,,,,,00110100,52,01111111,127,,52,127
,,,,,00110100,52,10110100,180,,52,180
,,,,,00110100,52,10110101,181,,52,181
,,,,,00110100,52,10110110,182,,52,182
,,,,,00110100,52,10110111,183,,52,183
,,,,,00110100,52,10111100,188,,52,188
,,,,,00110100,52,10111101,189,,52,189
,,,,,00110100,52,10111110,190,,52,190
,,,,,00110100,52,10111111,191,,52,191
,,,,,00110100,52,11110100,244,,52,244
,,,,,00110100,52,11110101,245,,52,245
,,,,,00110100,52,11110110,246,,52,246
,,,,,00110100,52,11110111,247,,52,247
,,,,,00110100,52,11111100,252,,52,252
,,,,,00110100,52,11111101,253,,52,253
,,,,,00110100,52,11111110,254,,52,254
,,,,,00110100,52,11111111,255,,52,255
,,,,,00110101,53,00110101,53,,53,53
,,,,,00110101,53,00110111,55,,53,55
,,,,,00110101,53,00111101,61,,53,61
,,,,,00110101,53,00111111,63,,53,63
,,,,,00110101,53,01110101,117,,53,117
,,,,,00110101,53,01110111,119,,53,119
,,,,,00110101,53,01111101,125,,53,125
,,,,,00110101,53,01111111,127,,53,127
,,,,,00110101,53,10110101,181,,53,181
,,,,,00110101,53,10110111,183,,53,183
,,,,,00110101,53,10111101,189,,53,189
,,,,,00110101,53,10111111,191,,53,191
,,,,,00110101,53,11110101,245,,53,245
,,,,,00110101,53,11110111,247,,53,247
,,,,,00110101,53,11111101,253,,53,253
,,,,,00110101,53,11111111,255,,53,255
,,,,,00110110,54,00110110,54,,54,54
,,,,,00110110,54,00110111,55,,54,55
,,,,,00110110,54,00111110,62,,54,62
,,,,,00110110,54,00111111,63,,54,63
,,,,,00110110,54,01110110,118,,54,118
,,,,,00110110,54,01110111,119,,54,119
,,,,,00110110,54,01111110,126,,54,126
,,,,,00110110,54,01111111,127,,54,127
,,,,,00110110,54,10110110,182,,54,182
,,,,,00110110,54,10110111,183,,54,183
,,,,,00110110,54,10111110,190,,54,190
,,,,,00110110,54,10111111,191,,54,191
,,,,,00110110,54,11110110,246,,54,246
,,,,,00110110,54,11110111,247,,54,247
,,,,,00110110,54,11111110,254,,54,254
,,,,,00110110,54,11111111,255,,54,255
,,,,,00110111,55,00110111,55,,55,55
,,,,,00110111,55,00111111,63,,55,63
,,,,,00110111,55,01110111,119,,55,119
,,,,,00110111,55,01111111,127,,55,127
,,,,,00110111,55,10110111,183,,55,183
,,,,,00110111,55,10111111,191,,55,191
,,,,,00110111,55,11110111,247,,55,247
,,,,,00110111,55,11111111,255,,55,255
,,,,,00111000,56,00111000,56,,56,56
,,,,,00111000,56,00111001,57,,56,57
,,,,,00111000,56,00111010,58,,56,58
,,,,,00111000,56,00111011,59,,56,59
,,,,,00111000,56,00111100,60,,56,60
,,,,,00111000,56,00111101,61,,56,61
,,,,,00111000,56,00111110,62,,56,62
,,,,,00111000,56,00111111,63,,56,63
,,,,,00111000,56,01111000,120,,56,120
,,,,,00111000,56,01111001,121,,56,121
,,,,,00111000,56,01111010,122,,56,122
,,,,,00111000,56,01111011,123,,56,123
,,,,,00111000,56,01111100,124,,56,124
,,,,,00111000,56,01111101,125,,56,125
,,,,,00111000,56,01111110,126,,56,126
,,,,,00111000,56,01111111,127,,56,127
,,,,,00111000,56,10111000,184,,56,184
,,,,,00111000,56,10111001,185,,56,185
,,,,,00111000,56,10111010,186,,56,186
,,,,,00111000,56,10111011,187,,56,187
,,,,,00111000,56,10111100,188,,56,188
,,,,,00111000,56,10111101,189,,56,189
,,,,,00111000,56,10111110,190,,56,190
,,,,,00111000,56,10111111,191,,56,191
,,,,,00111000,56,11111000,248,,56,248
,,,,,00111000,56,11111001,249,,56,249
,,,,,00111000,56,11111010,250,,56,250
,,,,,00111000,56,11111011,251,,56,251
,,,,,00111000,56,11111100,252,,56,252
,,,,,00111000,56,11111101,253,,56,253
,,,,,00111000,56,11111110,254,,56,254
,,,,,00111000,56,11111111,255,,56,255
,,,,,00111001,57,00111001,57,,57,57
,,,,,00111001,57,00111011,59,,57,59
,,,,,00111001,57,00111101,61,,57,61
,,,,,00111001,57,00111111,63,,57,63
,,,,,00111001,57,01111001,121,,57,121
,,,,,00111001,57,01111011,123,,57,123
,,,,,00111001,57,01111101,125,,57,125
,,,,,00111001,57,01111111,127,,57,127
,,,,,00111001,57,10111001,185,,57,185
,,,,,00111001,57,10111011,187,,57,187
,,,,,00111001,57,10111101,189,,57,189
,,,,,00111001,57,10111111,191,,57,191
,,,,,00111001,57,11111001,249,,57,249
,,,,,00111001,57,11111011,251,,57,251
,,,,,00111001,57,11111101,253,,57,253
,,,,,00111001,57,11111111,255,,57,255
,,,,,00111010,58,00111010,58,,58,58
,,,,,00111010,58,00111011,59,,58,59
,,,,,00111010,58,00111110,62,,58,62
,,,,,00111010,58,00111111,63,,58,63
,,,,,00111010,58,01111010,122,,58,122
,,,,,00111010,58,01111011,123,,58,123
,,,,,00111010,58,01111110,126,,58,126
,,,,,00111010,58,01111111,127,,58,127
,,,,,00111010,58,10111010,186,,58,186
,,,,,00111010,58,10111011,187,,58,187
,,,,,00111010,58,10111110,190,,58,190
,,,,,00111010,58,10111111,191,,58,191
,,,,,00111010,58,11111010,250,,58,250
,,,,,00111010,58,11111011,251,,58,251
,,,,,00111010,58,11111110,254,,58,254
,,,,,00111010,58,11111111,255,,58,255
,,,,,00111011,59,00111011,59,,59,59
,,,,,00111011,59,00111111,63,,59,63
,,,,,00111011,59,01111011,123,,59,123
,,,,,00111011,59,01111111,127,,59,127
,,,,,00111011,59,10111011,187,,59,187
,,,,,00111011,59,10111111,191,,59,191
,,,,,00111011,59,11111011,251,,59,251
,,,,,00111011,59,11111111,255,,59,255
,,,,,00111100,60,00111100,60,,60,60
,,,,,00111100,60,00111101,61,,60,61
,,,,,00111100,60,00111110,62,,60,62
,,,,,00111100,60,00111111,63,,60,63
,,,,,00111100,60,01111100,124,,60,124
,,,,,00111100,60,01111101,125,,60,125
,,,,,00111100,60,01111110,126,,60,126
,,,,,00111100,60,01111111,127,,60,127
,,,,,00111100,60,10111100,188,,60,188
,,,,,00111100,60,10111101,189,,60,189
,,,,,00111100,60,10111110,190,,60,190
,,,,,00111100,60,10111111,191,,60,191
,,,,,00111100,60,11111100,252,,60,252
,,,,,00111100,60,11111101,253,,60,253
,,,,,00111100,60,11111110,254,,60,254
,,,,,00111100,60,11111111,255,,60,255
,,,,,00111101,61,00111101,61,,61,61
,,,,,00111101,61,00111111,63,,61,63
,,,,,00111101,61,01111101,125,,61,125
,,,,,00111101,61,01111111,127,,61,127
,,,,,00111101,61,10111101,189,,61,189
,,,,,00111101,61,10111111,191,,61,191
,,,,,00111101,61,11111101,253,,61,253
,,,,,00111101,61,11111111,255,,61,255
